tour_id,tour_name,id,jersey_no,name,short_name,position_id,position,position_short,team_id,team_name,team_short_name,is_started,is_onbench,is_goalkeeper,is_substitute,minutes_played,bonus_points,injury_minutes_played,actual_minutes_played,goaltenders,events.goals,events.own_goals,events.assists,events.key_passes,events.chances_created,events.shots,events.shots_on_target,events.shots_off_target,events.fouls_committed,events.fouls_suffered,events.yellow_cards,events.red_cards,events.is_second_yellow_card,events.offsides,events.corner_kicks,events.crosses,events.free_kicks,events.throw_in,events.punches,events.catches,events.goals_conceded,events.clean_sheet,events.cleansheet,events.fantasy_assists,events.penalties_saved,events.penalties_earned,events.penalties_conceded,events.penalties_missed,events.freekicks_conceded_goal,events.freekicks_earned_goal,events.blocked_shots,events.defensive_blocked_shots,events.penalty_kicks.total,events.penalty_kicks.goals,touches.total,touches.total_passes,touches.good_passes,touches.bad_passes,touches.interceptions,touches.blocks,touches.tackles,touches.successful_tackles,touches.unsuccessful_tackles,touches.clearance,touches.saves,touches.take_on_total,touches.take_on_successful,touches.take_on_unsuccessful,touches.last_man_tackle_successful,touches.last_man_tackle_unsuccessful,touches.successful_passes,touches.interceptions_won,touches.aerial_duel.total,touches.aerial_duel.won,touches.aerial_duel.lost,touches.ground_duel.total,touches.ground_duel.won,touches.ground_duel.lost,goaltenders.shots_faced,goaltenders.shots_on_goal_faced,goaltenders.goals_allowed,goaltenders.saves,goaltenders.catches,goaltenders.punches,goaltenders.penalty_kicks.shots_faced,goaltenders.penalty_kicks.goals_allowed,goaltenders.penalty_kicks.saves,country_id,country_name,dob,player_foot,height
148,ISL6,13633,21,Roy Krishna,Roy Krishna,2,Forward,FWD,499,ATK FC,ATKFC,21,3,0,3,1834,0,68,1938,0,15,0,6,20,31,53,24,17,32,42,1,0,0,16,0,16,0,7,0,0,13,0,8,6,0,0,0,0,0,0,12,0,3,3,702,512,263,249,11,14,56,19,37,8,0,53,14,10,0,0,0,0,32,17,15,0,0,0,0,0,0,0,0,0,0,0,0,181,Fiji,8/30/1987,right,170
148,ISL6,15096,9,Sergio Castel Martínez,Sergio Castel,2,Forward,FWD,1159,Jamshedpur FC,JFC,10,3,0,4,867,0,46,916,0,7,0,0,14,14,32,12,12,21,29,1,0,0,1,1,11,2,1,0,0,12,0,3,0,0,0,0,0,0,0,8,0,2,2,408,312,152,160,7,2,11,10,1,9,0,27,7,7,0,0,0,0,33,17,16,0,0,0,0,0,0,0,0,0,0,0,0,19,Spain,2/22/1995,right,188
148,ISL6,15643,14,Nestor Jesus Gordillo Benitez,Nestor Jesus Benitez,3,Midfielder,MF,1536,Hyderabad FC,HFC,7,5,0,7,601,0,23,624,0,1,0,1,10,12,17,5,7,4,15,0,0,0,2,3,9,3,2,0,0,12,0,2,2,0,0,0,0,0,0,5,0,0,0,346,286,185,101,6,7,19,8,11,4,0,33,13,4,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,Spain,28-08-1989,Right,
148,ISL6,15877,15,Balwant Singh,Balwant Singh,2,Forward,FWD,499,ATK FC,ATKFC,1,14,0,8,116,0,31,157,0,1,0,0,0,0,3,1,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,51,34,16,18,0,4,1,1,0,0,0,3,0,0,0,0,0,0,7,5,2,1,0,1,0,0,0,0,0,0,0,0,0,1,India,12/15/1986,Right,180
148,ISL6,16188,6,Bikramjit Singh,Bikramjit Singh,3,Midfielder,MF,1499,Odisha FC,OFC,0,10,0,6,139,0,30,169,0,0,0,0,2,2,5,3,0,5,2,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,2,0,0,0,93,59,33,26,6,4,9,4,5,9,0,6,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,India,10/15/1992,Right,171
148,ISL6,16555,16,Soram Poireiangaba Meitei,Soram Poirei,4,Goalkeeper,GK,504,NorthEast United FC,NEUFC,1,1,2,1,119,0,10,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40,19,11,8,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,6,3,0,0,0,0,1,India,12/24/1992,Right,180
148,ISL6,16556,13,Rino Anto,Rino Anto,1,Defender,DEF,656,Bengaluru FC,BFC,0,13,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,India,1/3/1988,Right,174
148,ISL6,16558,15,Darren Caldeira,Darren Caldeira,3,Midfielder,MF,498,Kerala Blasters FC,KBFC,0,6,0,1,1,0,6,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,India,9/19/1987,Right,183
148,ISL6,16564,4,John James Johnson,John Johnson,1,Defender,DEF,499,ATK FC,ATKFC,4,3,0,0,360,0,15,381,0,0,0,0,0,1,0,0,0,5,3,1,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,206,125,105,20,7,1,7,3,4,55,0,13,2,0,0,0,0,0,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0,2,England,3/15/1988,right,183
148,ISL6,16571,20,Keegan Pereira,Keegan Pereira,1,Defender,DEF,1159,Jamshedpur FC,JFC,3,4,0,2,264,0,14,278,0,0,0,0,1,1,3,1,0,2,3,2,0,0,0,0,4,0,29,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,148,80,57,23,2,6,9,3,6,21,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,India,,,
148,ISL6,16573,16,Shankar Sampingraj,Shankar Sampingraj,3,Midfielder,MF,1536,Hyderabad FC,HFC,3,7,0,2,292,0,11,317,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,152,99,90,9,4,5,5,3,2,30,0,10,0,0,0,0,0,0,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,India,12/14/1994,Right,177
148,ISL6,16574,11,Khangenbam Thoi Singh,Thoi Singh,3,Midfielder,MF,505,Chennaiyin FC,CFC,6,9,0,12,639,0,46,696,0,0,0,2,6,8,6,3,2,12,7,2,1,1,2,1,22,0,4,0,0,10,0,6,2,0,0,0,0,0,0,1,0,0,0,249,195,104,91,8,4,16,4,12,10,0,18,2,2,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,India,10/5/1990,Right,168
148,ISL6,16576,23,Robin Singh,Robin Singh,2,Forward,FWD,1536,Hyderabad FC,HFC,5,2,0,5,527,0,41,576,0,1,0,0,4,6,11,2,7,13,5,3,0,0,3,0,4,0,4,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,222,171,96,75,2,3,10,3,7,5,0,8,1,1,0,0,0,0,13,10,3,0,0,0,0,0,0,0,0,0,0,0,0,1,India,,,
148,ISL6,16577,13,Gurtej Singh,Gurtej Singh,1,Defender,DEF,1536,Hyderabad FC,HFC,11,2,0,2,1035,0,70,1111,0,0,0,1,1,2,1,0,1,18,7,4,0,0,0,0,4,3,26,0,0,17,0,1,1,0,0,0,0,0,0,0,0,0,0,500,295,231,64,16,15,21,8,13,108,0,40,0,0,0,0,0,0,22,13,9,0,0,0,0,0,0,0,0,0,0,0,0,1,India,5/2/1990,right,181
148,ISL6,16812,18,Simon Lars Lundevall,Simon Lundevall,3,Midfielder,MF,504,NorthEast United FC,NEUFC,3,5,0,4,180,0,0,185,0,0,0,0,2,2,1,1,0,2,4,0,0,0,0,6,4,2,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,65,51,32,19,1,3,6,2,4,0,0,5,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,45,Sweden,9/23/1988,,178
148,ISL6,16872,50,Rafael Schuler Crivellaro,Rafael Crivellaro,3,Midfielder,MF,505,Chennaiyin FC,CFC,19,12,0,13,1648,0,30,1695,0,7,0,8,41,51,54,23,21,18,51,4,0,0,2,72,46,60,6,0,0,21,0,5,10,0,0,0,0,0,0,10,0,0,0,1129,987,578,409,9,10,28,14,14,14,0,90,34,16,0,0,0,0,8,1,7,2,0,2,0,0,0,0,0,0,0,0,0,30,Italy,2/18/1989,left,183
148,ISL6,17683,6,Mario Arques Blasco,Mario Arques,3,Midfielder,MF,498,Kerala Blasters FC,KBFC,5,1,0,2,433,0,23,457,0,0,0,1,9,10,5,4,1,8,4,1,0,0,0,0,2,11,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,370,318,270,48,7,4,24,9,15,7,0,10,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,19,Spain,1/19/1992,Right,185
148,ISL6,18446,29,Francisco Perdomo Borges,Francisco Borges,1,Defender,DEF,656,Bengaluru FC,BFC,2,2,0,6,313,0,21,334,0,0,0,1,6,7,11,1,7,4,5,1,0,0,1,1,5,6,7,0,0,7,0,3,1,0,0,0,0,0,0,3,0,0,0,185,115,69,46,10,13,16,4,12,12,0,15,7,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,Spain,2/18/1994,Right,176
148,ISL6,18821,23,Eduardro Bedia Pelaez,Edu Bedia,3,Midfielder,MF,496,FC Goa,FCG,4,5,1,12,529,0,65,592,0,1,0,2,9,12,19,6,8,7,23,5,0,0,1,12,6,15,5,0,0,7,0,6,3,0,0,0,0,0,0,5,0,0,0,530,476,355,121,4,4,10,4,6,7,0,25,2,5,0,0,0,0,6,2,4,0,0,0,0,0,0,2,0,0,0,0,0,19,Spain,3/23/1989,left,183
148,ISL6,19044,10,Francisco Hernandez Marcos,Xisco Hernandez,3,Midfielder,MF,1499,Odisha FC,OFC,15,7,0,10,1265,0,43,1320,0,5,0,2,19,21,29,9,14,24,30,2,0,0,2,62,29,23,7,0,0,20,0,2,2,0,0,0,0,0,0,6,0,0,0,756,613,349,264,13,16,54,18,36,12,0,55,18,3,0,0,0,0,10,4,6,1,0,1,0,0,0,0,0,0,0,0,0,19,Spain,   7/31/1989,Left,177
148,ISL6,19123,3,Augustin Melwin Fernandes,Augustin Fernandes,1,Defender,DEF,1159,Jamshedpur FC,JFC,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,India,,,
148,ISL6,19125,4,Jose Luis Espinosa Arroyo,Tiri,1,Defender,DEF,1159,Jamshedpur FC,JFC,12,1,0,1,1010,0,54,1074,0,1,0,0,5,5,6,4,1,10,16,3,0,0,1,0,1,22,2,0,0,9,0,1,1,0,0,0,0,0,0,1,0,0,0,687,502,383,119,21,16,27,8,19,100,0,49,2,0,0,0,0,0,13,8,5,0,0,0,0,0,0,0,0,0,0,0,0,19,Spain,7/14/1991,Left,182
148,ISL6,19129,12,Keisham Reagan Singh,Reagan Singh,1,Defender,DEF,504,NorthEast United FC,NEUFC,17,1,0,0,1530,0,66,1617,0,0,0,0,7,7,5,3,1,19,16,4,1,1,0,0,43,19,183,0,0,30,0,1,0,0,0,0,0,0,0,1,0,0,0,1026,698,439,259,32,35,39,10,29,70,0,65,4,4,0,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,India,4/1/1991,Right,173
148,ISL6,19130,8,Seityasen Singh,Seityasen Singh,3,Midfielder,MF,498,Kerala Blasters FC,KBFC,9,8,0,7,759,0,31,784,0,1,0,1,13,14,13,3,5,15,10,1,0,0,0,7,30,8,3,0,0,13,0,2,2,0,0,0,0,0,0,5,0,0,0,386,314,201,113,5,10,28,6,22,6,0,33,7,5,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,India,3/12/1992,,178
148,ISL6,19135,21,Bikash Jairu,Bikash Jairu,3,Midfielder,MF,1159,Jamshedpur FC,JFC,6,8,0,4,521,0,35,562,0,0,0,0,2,2,2,0,1,5,10,0,1,0,1,3,17,3,37,0,0,12,0,1,0,0,0,0,0,0,0,1,0,0,0,293,221,146,75,4,3,12,6,6,17,0,21,1,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,India,3/12/1982,Left,170
148,ISL6,19136,7,Eugeneson Lyngdoh,Eugeneson Lyngdoh,3,Midfielder,MF,656,Bengaluru FC,BFC,0,8,0,5,72,0,26,98,0,0,0,0,1,1,0,0,0,4,0,1,0,0,0,4,1,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,36,28,17,11,0,1,4,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,India,9/10/1986,Both,171
148,ISL6,19141,12,Telem Jackichand Singh,Jackichand Singh,3,Midfielder,MF,496,FC Goa,FCG,17,14,0,16,1294,0,29,1323,0,5,0,3,14,18,30,13,11,5,10,0,0,0,6,3,61,0,12,0,0,18,0,4,5,0,0,0,0,0,0,6,0,0,0,543,451,253,198,12,14,21,4,17,3,0,55,17,7,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,India,3/17/1992,Right,170
148,ISL6,19144,22,Ravi Vijay Kumar,Ravi Kumar,4,Goalkeeper,GK,506,Mumbai City FC,MCFC,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,India,7/4/1993,right,182
148,ISL6,19145,26,Sehnaj Kashmir Singh,Sehnaj Singh,3,Midfielder,MF,499,ATK FC,ATKFC,4,6,0,6,385,0,37,419,0,0,0,0,2,2,4,0,3,14,2,3,0,0,0,0,2,0,0,0,0,2,0,5,0,0,0,0,0,0,0,1,0,0,0,187,131,86,45,5,3,17,7,10,21,0,15,1,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,India,7/29/1993,Right,180
148,ISL6,19148,31,CK Vineeth,CK Vineeth,2,Forward,FWD,1159,Jamshedpur FC,JFC,6,6,0,8,549,0,22,581,0,1,0,0,2,2,12,3,6,4,6,0,0,0,7,0,7,0,9,0,0,11,0,3,0,0,0,0,0,0,0,3,0,0,0,207,164,81,83,4,3,7,0,7,1,0,24,6,3,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,India,5/20/1988,Right,178
148,ISL6,19150,11,Sunil Chhetri,Sunil Chhetri,2,Forward,FWD,656,Bengaluru FC,BFC,17,3,0,2,1530,0,68,1609,0,9,0,0,13,15,37,17,13,18,30,4,0,0,9,4,6,7,10,0,0,10,0,7,0,0,0,0,0,0,0,7,0,3,3,662,503,319,184,20,12,27,9,18,17,0,40,7,3,0,0,0,0,30,12,18,0,0,0,0,0,0,0,0,0,0,0,0,1,India,8/3/1984,Both,170
148,ISL6,19151,27,Lalchhuanmawia Fanai,Lalchhuanmawia Fanai,1,Defender,DEF,1499,Odisha FC,OFC,0,6,0,3,97,0,10,112,0,0,0,0,0,0,3,0,3,2,1,0,0,0,1,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,43,27,13,14,1,1,3,1,2,7,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,India,4/14/1989,Left,182
148,ISL6,19152,10,Brandon Fernandes,Brandon Fernandes,3,Midfielder,MF,496,FC Goa,FCG,17,5,0,5,1523,0,69,1597,0,2,0,7,31,41,24,10,10,21,37,7,0,0,5,86,49,26,14,0,0,17,0,3,7,0,0,0,0,0,0,4,0,0,0,1000,840,549,291,7,24,77,33,44,11,0,56,10,7,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,India,9/20/1994,Right,171
148,ISL6,19230,21,Mohamed Larbi,Mohamed Larbi,3,Midfielder,MF,506,Mumbai City FC,MCFC,18,5,0,5,1594,0,80,1670,0,2,0,4,32,37,38,14,19,18,21,1,0,0,6,63,48,46,1,0,0,16,0,4,4,0,0,0,1,0,0,5,0,3,2,988,827,544,283,19,19,50,18,32,16,0,53,11,4,0,0,0,0,13,4,9,0,0,0,0,0,0,0,0,0,0,0,0,106,Tunisia,9/2/1987,both,186
148,ISL6,20909,10,Eduardo Garcia Martin,Edu Garcia,2,Forward,FWD,499,ATK FC,ATKFC,10,5,0,10,998,0,70,1068,0,6,0,3,12,15,34,13,14,9,11,1,0,0,1,29,11,18,5,0,0,9,0,7,3,0,0,0,0,0,0,7,0,0,0,623,458,310,148,16,16,40,9,31,21,0,49,11,6,0,0,0,0,24,12,12,0,0,0,0,0,0,0,0,0,0,0,0,19,Spain,4/24/1990,Right,182
148,ISL6,21028,23,Keenan Almeida,Keenan Almeida,1,Defender,DEF,506,Mumbai City FC,MCFC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,India,12/10/1991,Right,181
148,ISL6,21192,33,Sanjiban Ghosh,Sanjiban Ghosh,4,Goalkeeper,GK,505,Chennaiyin FC,CFC,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,India,7/6/1991,Right,183
148,ISL6,21201,2,Rahul Shankar Bheke,Rahul Bheke,1,Defender,DEF,656,Bengaluru FC,BFC,14,4,0,5,1207,0,74,1281,0,1,0,0,7,7,6,3,3,12,7,0,0,0,1,0,16,2,115,0,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,656,405,299,106,15,18,35,17,18,71,0,43,6,4,0,0,0,0,12,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,India,12/6/1990,right,179
148,ISL6,21407,1,Pawan Kumar,Pawan Kumar,4,Goalkeeper,GK,504,NorthEast United FC,NEUFC,2,16,2,1,151,0,5,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,7,16,0,2,0,0,0,0,0,0,0,0,0,0,0,52,17,10,7,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,25,15,6,11,6,0,1,1,0,1,India,7/1/1990,Right,182
148,ISL6,21611,8,Carl Gerard McHugh,Carl McHugh,3,Midfielder,MF,499,ATK FC,ATK,5,1,0,1,420,0,18,442,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,223,166,113,53,4,7,19,8,11,18,1,13,1,0,0,0,0,0,6,4,2,1,1,0,0,0,0,0,0,0,0,0,0,15,Ireland,,,
148,ISL6,23619,6,Matthew Kilgallon,Matthew Kilgallon,1,Defender,DEF,1536,Hyderabad FC,HFC,17,0,0,0,1530,0,76,1627,0,1,0,0,3,3,6,2,3,10,9,3,0,0,2,0,10,19,6,0,0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,816,552,462,90,27,35,32,11,21,142,0,68,2,0,0,0,0,0,16,12,4,0,0,0,0,0,0,0,0,0,0,0,0,2,England,1/8/1984,,185
148,ISL6,23909,8,Marcos Tebar Ramiro,Marcos Tebar,3,Midfielder,MF,1499,Odisha FC,OFC,17,3,0,3,1414,0,66,1489,0,0,0,1,8,9,10,3,4,24,13,2,0,0,1,0,4,50,2,0,0,19,0,2,2,0,0,0,0,0,0,3,0,0,0,1078,848,715,133,24,17,61,21,40,84,0,65,4,0,0,0,0,0,31,18,13,1,1,0,0,0,0,0,0,0,0,0,0,19,Spain,2/7/1986,right,185
148,ISL6,24196,6,Erik Endel Paartalu,Erik Paartalu,3,Midfielder,MF,656,Bengaluru FC,BFC,16,0,0,1,1462,0,84,1556,0,2,0,5,12,18,18,8,7,21,14,3,0,0,0,0,12,10,3,0,0,14,0,7,7,0,0,0,0,0,0,3,0,0,0,930,672,515,157,33,28,44,13,31,77,0,50,1,0,0,0,0,0,51,36,15,0,0,0,0,0,0,0,0,0,0,0,0,52,Australia,5/3/1986,Both,193
148,ISL6,25082,7,Giles Gordon Kirlue Barnes,Giles Barnes,2,Forward,FWD,1536,Hyderabad FC,HFC,5,3,0,10,607,0,21,654,0,0,0,0,7,7,11,4,5,3,8,2,0,0,1,8,10,8,1,0,0,13,0,3,0,0,0,0,0,0,0,2,0,0,0,256,203,137,66,7,5,12,6,6,9,0,25,2,2,0,0,0,0,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,2,England,8/5/1988,right,183
148,ISL6,25873,12,Bidyananda Singh,Bidyananda Singh,3,Midfielder,MF,506,Mumbai City FC,MCFC,1,4,0,10,282,0,42,332,0,1,0,1,2,4,6,2,3,8,2,1,0,0,0,0,2,1,0,0,0,8,0,4,1,0,0,0,0,0,0,1,0,0,0,162,119,88,31,4,0,22,6,16,4,0,21,4,3,0,0,0,0,6,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,India,11/27/1997,Right,0
148,ISL6,25874,8,Kean Francis Lewis,Kean Lewis,3,Midfielder,MF,656,Bengaluru FC,BFC,0,11,0,5,28,0,21,52,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,21,15,6,9,0,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,India,9/19/1992,Right,171
148,ISL6,25876,14,Rowllin Borges,Rowllin Borges,3,Midfielder,MF,506,Mumbai City FC,MCFC,15,0,0,0,1350,0,76,1437,0,2,0,2,9,11,10,3,3,37,11,5,0,0,0,0,4,7,2,0,0,17,0,2,2,0,0,0,0,0,0,4,0,0,0,906,634,478,156,43,22,103,34,69,56,0,74,7,1,0,0,0,0,34,16,18,1,0,1,0,0,0,0,0,0,0,0,0,1,India,6/5/1992,Right,183
148,ISL6,25877,7,Lallianzuala Chhangte,Lallianzuala Chhangte,3,Midfielder,MF,505,Chennaiyin FC,CFC,19,2,0,4,1743,0,91,1850,0,7,0,0,16,17,43,23,9,19,20,0,0,0,14,2,49,2,8,0,0,26,0,4,2,0,0,0,0,0,0,11,0,0,0,740,600,344,256,16,11,36,15,21,9,0,67,19,13,0,0,0,0,14,3,11,0,0,0,0,0,0,0,0,0,0,0,0,1,India,8/6/1997,Left,167
148,ISL6,25878,17,Jerry Mawihmingthanga,Jerry Mawihmingthanga,3,Midfielder,MF,1499,Odisha FC,OFC,16,4,0,5,1426,0,50,1495,0,2,0,5,16,21,21,5,12,13,22,1,0,0,5,0,61,1,10,0,0,20,0,3,5,0,0,0,0,0,0,4,0,0,0,558,448,245,203,11,14,40,9,31,8,0,65,8,17,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,India,3/9/1997,Right,0
148,ISL6,25880,12,Sumeet Passi,Sumeet Passi,2,Forward,FWD,1159,Jamshedpur FC,JFC,9,6,0,8,887,0,45,951,0,1,0,1,6,7,7,2,4,10,13,5,0,0,1,0,6,2,38,0,0,16,0,3,2,0,0,0,0,0,0,1,0,0,0,499,335,232,103,13,14,32,11,21,47,0,39,2,0,0,0,0,0,24,13,11,0,0,0,0,0,0,0,0,0,0,0,0,1,India,4/18/1995,Right,179
148,ISL6,25990,11,Noe Acosta Rivera,Noe Acosta,3,Midfielder,MF,1159,Jamshedpur FC,JFC,11,4,0,8,995,0,47,1059,0,3,0,1,12,13,19,9,4,9,24,3,0,0,0,15,46,20,12,0,0,24,0,2,2,0,0,0,1,0,0,6,0,2,1,489,368,221,147,13,7,34,15,19,18,0,41,10,5,0,0,0,0,13,8,5,0,0,0,0,0,0,0,0,0,0,0,0,19,Spain,12/10/1983,left,177
148,ISL6,26611,6,Chinglensana Singh Konsham,Chinglensana Singh,1,Defender,DEF,496,FC Goa,FCG,1,17,0,1,101,0,7,114,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,51,42,40,2,1,2,1,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,India,11/23/1996,Right,186
148,ISL6,26613,17,Rupert Lamlang Nongrum,Rupert Nongrum,3,Midfielder,MF,504,NorthEast United FC,NEUFC,2,3,0,2,227,0,16,247,0,0,0,0,0,0,2,0,2,6,1,1,0,0,1,0,3,0,5,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,98,72,53,19,2,3,9,3,6,5,0,7,1,1,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,India,8/21/1996,Right,179
148,ISL6,26616,2,Pratik Prabhakar Chaudhari,Pratik Chaudhari,1,Defender,DEF,506,Mumbai City FC,MCFC,16,0,0,1,1488,0,88,1588,0,1,0,1,2,3,5,1,2,35,5,5,0,0,0,0,2,11,2,0,0,18,0,1,1,0,0,0,0,0,0,2,0,0,0,661,386,310,76,23,25,44,13,31,146,0,45,0,0,0,0,0,0,31,18,13,0,0,0,0,0,0,0,0,0,0,0,0,1,India,10/4/1989,right,186
148,ISL6,26624,6,Lucian Goian,Lucian Goian,1,Defender,DEF,505,Chennaiyin FC,CFC,20,1,0,1,1778,0,57,1885,0,2,1,0,5,5,9,4,4,21,14,4,0,0,0,0,2,33,3,0,0,27,0,3,0,0,0,0,0,0,0,1,0,0,0,907,500,403,97,47,29,58,19,39,220,0,67,2,1,0,0,0,0,41,29,12,0,0,0,0,0,0,0,0,0,0,0,0,65,Romania,2/10/1983,Right,185
148,ISL6,26630,14,Daniel Lalhlimpuia,Daniel Lalhlimpuia,2,Forward,FWD,1499,Odisha FC,OFC,6,6,0,14,619,0,53,683,0,0,0,0,6,6,12,4,3,7,13,0,0,0,1,0,4,0,1,0,0,13,0,6,0,0,0,0,0,0,0,5,0,0,0,237,194,127,67,5,1,17,7,10,4,0,14,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,India,9/12/1997,Right,184
148,ISL6,26710,13,Eli Sabia Filho,Eli Sabia,1,Defender,DEF,505,Chennaiyin FC,CFC,19,2,0,0,1710,0,77,1814,0,1,0,1,3,4,12,5,6,25,6,4,1,1,0,0,2,20,0,2,0,24,0,3,1,0,0,0,0,0,0,1,0,0,0,787,469,386,83,37,34,48,23,25,165,0,65,2,0,0,0,0,0,22,19,3,1,1,0,0,0,0,0,0,0,0,0,0,58,Brazil,8/31/1988,Left,189
